,22,26,27,28,sequence,sequence2
13294763,5,5,5,5,5555,55
13295949,5,4,4,5,5445,55
13297260,5,5,5,5,5555,55
13298005,4,5,5,4,4554,44
13298452,5,4,5,5,5455,55
13305074,3,5,4,4,3544,34
13305196,1,3,4,4,1344,14
13307150,5,5,5,5,5555,55
13307944,4,5,5,4,4554,44
13308094,4,4,5,5,4455,45
13308815,4,5,4,4,4544,44
13314853,5,5,5,5,5555,55
13316689,4,4,5,4,4454,44
13321740,5,5,5,5,5555,55
13326715,4,4,4,5,4445,45
13327346,5,5,5,5,5555,55
13328502,5,5,4,4,5544,54
13330446,4,4,4,4,4444,44
13330747,4,4,4,4,4444,44
13331178,4,5,5,5,4555,45
13334034,5,5,5,5,5555,55
13339530,3,4,4,4,3444,34
13340188,5,5,5,5,5555,55
13340529,5,5,5,5,5555,55
13342785,3,4,5,4,3454,34
13343597,5,5,5,5,5555,55
13347699,3,3,4,4,3344,34
13352951,4,4,4,4,4444,44
13353691,4,5,4,5,4545,45
13355579,5,5,5,5,5555,55
13360561,4,4,5,4,4454,44
13363960,4,4,4,5,4445,45
13372549,4,4,7,7,4477,47
13374590,4,5,5,5,4555,45
13375757,5,5,5,5,5555,55
13377454,5,4,5,4,5454,54
13379806,4,4,4,4,4444,44
13380243,4,5,5,5,4555,45
13381040,5,5,4,4,5544,54
13382938,4,4,4,4,4444,44
13385413,1,3,4,4,1344,14
13386280,4,5,4,4,4544,44
13387865,3,3,4,4,3344,34
13389521,4,4,5,5,4455,45
13389858,5,5,5,5,5555,55
13389869,5,5,5,5,5555,55
13392244,4,4,4,4,4444,44
13395882,5,4,5,5,5455,55
13397054,4,4,4,4,4444,44
13400091,5,5,4,5,5545,55
13400191,4,5,4,5,4545,45
13400996,5,5,5,5,5555,55
13403165,5,5,5,5,5555,55
13403779,4,4,4,4,4444,44
13409987,4,5,4,4,4544,44
13414713,5,5,5,5,5555,55
13415891,4,4,4,4,4444,44
13417524,4,4,5,5,4455,45
13423620,4,4,4,4,4444,44
13425701,4,4,4,4,4444,44
13429143,4,5,4,4,4544,44
13437941,5,5,5,5,5555,55
13438464,5,5,5,5,5555,55
13440925,4,4,4,4,4444,44
13444199,5,4,5,4,5454,54
13446922,4,4,4,4,4444,44
13448124,5,4,5,5,5455,55
13449850,1,1,1,1,1111,11
13453948,4,4,4,7,4447,47
13454632,5,5,4,5,5545,55
13454945,4,4,4,4,4444,44
13455706,5,5,5,5,5555,55
13456928,4,4,4,4,4444,44
13457165,5,4,4,4,5444,54
13459189,4,4,4,5,4445,45
13459373,4,5,5,4,4554,44
13459898,5,5,5,5,5555,55
13461076,4,4,4,4,4444,44
13461414,4,4,4,5,4445,45
13462331,5,4,5,5,5455,55
13462375,5,5,5,5,5555,55
13463705,4,4,4,7,4447,47
13466857,4,4,4,4,4444,44
13467834,4,4,4,4,4444,44
13469496,4,5,5,5,4555,45
13470950,5,5,5,4,5554,54
13471248,4,4,4,5,4445,45
13471480,5,5,5,5,5555,55
13472104,5,5,5,4,5554,54
13473614,5,5,4,4,5544,54
13475676,4,4,4,4,4444,44
13481715,5,4,4,4,5444,54
13482990,5,5,5,5,5555,55
13483587,5,5,4,5,5545,55
13486281,4,4,4,5,4445,45
13486981,5,5,5,5,5555,55
13487643,5,5,5,5,5555,55
13488994,3,4,4,4,3444,34
13491584,4,4,4,4,4444,44
13491905,5,4,4,5,5445,55
13494419,5,5,5,5,5555,55
13496511,5,5,5,5,5555,55
13499311,5,4,5,4,5454,54
13500907,5,5,5,4,5554,54
13501580,4,5,5,5,4555,45
13501854,5,5,5,5,5555,55
13503147,5,4,5,5,5455,55
13506744,1,3,4,4,1344,14
13509349,3,3,4,4,3344,34
13509730,5,4,5,5,5455,55
13510349,4,5,5,5,4555,45
13510369,4,4,5,5,4455,45
13514327,4,4,4,4,4444,44
13515892,5,4,4,4,5444,54
13516048,5,5,4,5,5545,55
13517644,5,5,5,5,5555,55
13519163,5,5,4,4,5544,54
13521093,5,5,5,4,5554,54
13522341,5,4,4,4,5444,54
13526537,5,4,4,4,5444,54
13532044,5,5,5,5,5555,55
13532518,4,4,5,5,4455,45
13533319,4,4,4,4,4444,44
13535720,4,4,4,4,4444,44
13536167,5,4,5,5,5455,55
13537748,4,4,4,4,4444,44
13537989,4,4,4,4,4444,44
13541328,5,5,5,5,5555,55
13542942,4,5,5,5,4555,45
13546061,4,4,4,5,4445,45
13546290,3,3,5,4,3354,34
13553665,5,4,4,4,5444,54
13553879,4,4,4,7,4447,47
13554398,4,5,5,5,4555,45
13554842,4,4,5,5,4455,45
13555646,4,4,4,4,4444,44
13557205,4,4,4,4,4444,44
13560255,4,5,5,5,4555,45
13563391,5,5,5,5,5555,55
13566386,5,5,5,5,5555,55
13570265,4,4,4,4,4444,44
13572761,5,5,5,5,5555,55
13573351,4,4,4,8,4448,48
13575701,5,5,5,4,5554,54
13575757,4,4,4,4,4444,44
13580933,4,4,4,4,4444,44
13584382,1,1,3,3,1133,13
13586690,5,5,5,5,5555,55
13589697,4,4,5,5,4455,45
13591402,4,4,5,5,4455,45
13591946,4,5,5,5,4555,45
13593440,4,4,4,4,4444,44
13593725,1,3,4,4,1344,14
13593852,5,5,5,5,5555,55
13602117,4,4,5,5,4455,45
13603095,4,4,4,4,4444,44
13605992,5,5,4,5,5545,55
13606771,5,5,5,5,5555,55
13607113,5,4,4,4,5444,54
13607722,4,5,4,4,4544,44
13609266,1,4,4,4,1444,14
13611973,4,5,4,4,4544,44
13612204,5,4,5,5,5455,55
13616029,4,4,4,4,4444,44
13617413,4,4,4,4,4444,44
13618450,5,5,5,5,5555,55
13618795,4,4,4,4,4444,44
13619234,4,4,4,5,4445,45
13619780,5,4,5,5,5455,55
13623435,4,4,4,7,4447,47
13624504,5,5,5,5,5555,55
13625775,5,5,5,5,5555,55
13628100,3,3,4,4,3344,34
13628816,5,5,5,5,5555,55
13632189,4,4,4,4,4444,44
13634468,4,4,4,4,4444,44
13634870,4,4,4,4,4444,44
13635728,4,4,5,5,4455,45
13636717,4,4,4,4,4444,44
13638003,4,4,4,5,4445,45
13639157,4,5,4,5,4545,45
13639547,4,5,5,5,4555,45
13642042,5,5,4,5,5545,55
13642218,4,4,5,4,4454,44
13642787,5,5,5,5,5555,55
13642840,4,4,4,4,4444,44
13643586,4,4,4,4,4444,44
13647890,4,4,5,4,4454,44
13651316,1,1,5,4,1154,14
13652165,5,5,5,5,5555,55
13656813,4,4,4,4,4444,44
13660154,4,4,4,7,4447,47
13662599,5,5,5,5,5555,55
13662843,4,5,5,5,4555,45
13664111,5,5,4,4,5544,54
13665562,1,1,1,3,1113,13
13667153,5,4,5,5,5455,55
13667537,4,5,5,5,4555,45
13668435,4,4,4,5,4445,45
13669809,5,5,5,5,5555,55
13671904,4,5,4,5,4545,45
13672747,4,5,4,4,4544,44
13673239,3,3,4,4,3344,34
13673250,4,4,4,5,4445,45
13674024,4,5,4,5,4545,45
13675588,5,4,4,4,5444,54
13677433,3,3,5,4,3354,34
13677909,4,4,4,4,4444,44
13678597,5,5,5,5,5555,55
13678699,5,5,5,4,5554,54
13681805,4,5,4,5,4545,45
13681975,4,4,5,5,4455,45
13682496,5,5,5,4,5554,54
13694473,4,5,5,5,4555,45
13694926,4,4,4,4,4444,44
13696583,4,4,4,7,4447,47
13696621,4,4,4,4,4444,44
13699352,4,5,5,5,4555,45
13702233,4,4,4,7,4447,47
13702630,3,3,4,4,3344,34
13704240,5,5,5,5,5555,55
13704496,4,4,4,4,4444,44
13713784,5,5,5,5,5555,55
13714057,4,5,5,4,4554,44
13716070,4,4,5,5,4455,45
13718364,5,5,5,5,5555,55
13718882,4,5,5,4,4554,44
13720080,5,4,5,5,5455,55
13724609,4,4,7,7,4477,47
13726976,5,4,5,5,5455,55
13727573,1,1,3,3,1133,13
13727781,5,4,5,5,5455,55
13733810,4,4,4,5,4445,45
13734290,4,4,5,5,4455,45
13735246,4,5,5,5,4555,45
13735277,5,5,5,5,5555,55
13740543,5,5,5,5,5555,55
13741181,4,4,5,5,4455,45
13742040,4,4,4,4,4444,44
13742148,4,5,4,4,4544,44
13743612,4,4,5,5,4455,45
13743713,4,4,4,4,4444,44
13744055,5,4,5,5,5455,55
13745140,5,4,5,5,5455,55
13745308,4,5,5,5,4555,45
13745557,4,5,5,5,4555,45
13746871,3,3,3,5,3335,35
13747655,4,5,5,5,4555,45
13749055,5,5,5,5,5555,55
13749392,5,5,5,5,5555,55
13751856,5,4,4,5,5445,55
13752149,5,4,5,5,5455,55
13753979,4,4,4,4,4444,44
13753988,5,5,5,4,5554,54
13755987,4,5,4,7,4547,47
13760383,5,5,5,5,5555,55
13761991,4,4,4,5,4445,45
13765386,4,4,4,4,4444,44
13774231,4,4,4,4,4444,44
13774659,4,5,5,5,4555,45
13784003,5,5,5,5,5555,55
13785096,5,4,5,5,5455,55
13787316,4,4,4,4,4444,44
13788872,4,4,4,7,4447,47
13790716,4,4,4,5,4445,45
13791850,5,5,5,5,5555,55
13793259,4,4,5,5,4455,45
13793823,4,4,5,5,4455,45
13797223,5,5,5,5,5555,55
13798671,5,5,5,5,5555,55
13801307,5,4,4,5,5445,55
13804638,5,4,5,5,5455,55
13810217,3,5,4,4,3544,34
13811469,5,5,5,5,5555,55
13811587,4,5,4,4,4544,44
13813176,5,4,4,4,5444,54
13814015,4,5,5,5,4555,45
13814296,5,5,4,4,5544,54
13817075,4,5,5,5,4555,45
13819539,5,5,5,5,5555,55
13821683,5,5,5,4,5554,54
13825314,5,5,5,4,5554,54
13828825,1,2,5,4,1254,14
13834364,3,4,4,4,3444,34
13834604,3,3,5,4,3354,34
13835931,4,4,5,5,4455,45
13837076,5,4,5,5,5455,55
13838852,5,4,5,5,5455,55
13839390,4,4,4,5,4445,45
13840102,4,4,4,4,4444,44
13840919,4,4,4,4,4444,44
13841772,4,4,4,5,4445,45
13841916,4,4,5,5,4455,45
13843814,5,5,5,4,5554,54
13846447,4,4,5,5,4455,45
13847113,5,5,5,5,5555,55
13848864,5,5,5,5,5555,55
13849679,4,4,4,4,4444,44
13851363,5,5,5,5,5555,55
13852426,4,4,4,4,4444,44
13855430,5,5,5,4,5554,54
13857798,4,4,4,4,4444,44
13860193,5,5,5,5,5555,55
13860588,5,5,4,5,5545,55
13861336,3,4,4,4,3444,34
13861440,5,4,4,5,5445,55
13861629,5,5,5,5,5555,55
13862929,4,4,5,5,4455,45
13863158,4,4,4,4,4444,44
13863666,5,5,5,5,5555,55
13863823,5,5,5,5,5555,55
13864043,5,4,5,5,5455,55
13864975,4,5,4,4,4544,44
13870297,4,4,4,4,4444,44
13870747,5,4,5,5,5455,55
13872170,4,4,4,4,4444,44
13872391,4,4,4,4,4444,44
13874290,4,4,4,4,4444,44
13874755,5,4,5,5,5455,55
13878722,5,5,5,4,5554,54
13883114,5,5,5,5,5555,55
13885029,4,5,4,4,4544,44
13885476,5,5,5,5,5555,55
13888423,5,5,5,5,5555,55
13890741,4,4,4,7,4447,47
13891074,5,4,5,4,5454,54
13891400,4,4,5,5,4455,45
13892728,5,5,5,5,5555,55
13893540,4,4,7,7,4477,47
13893856,4,4,4,5,4445,45
13897875,5,5,5,5,5555,55
13898653,4,4,4,5,4445,45
13899844,5,5,4,4,5544,54
13900592,5,5,5,4,5554,54
13904841,5,5,5,5,5555,55
13908448,4,4,5,5,4455,45
13914734,4,5,4,5,4545,45
13914963,4,5,4,4,4544,44
13915375,5,5,5,5,5555,55
13917867,4,4,4,4,4444,44
13919583,4,4,5,5,4455,45
13920648,5,5,5,5,5555,55
13926692,5,5,5,5,5555,55
13927907,5,5,4,5,5545,55
13931436,4,4,4,5,4445,45
13932311,5,5,5,5,5555,55
13932777,4,4,4,4,4444,44
13933629,4,4,4,4,4444,44
13938792,4,4,4,4,4444,44
13938855,5,5,5,5,5555,55
13941505,4,5,4,4,4544,44
13942656,4,4,4,4,4444,44
13943045,3,4,4,4,3444,34
13945227,5,4,4,5,5445,55
13945601,4,4,5,5,4455,45
13945713,5,5,5,5,5555,55
13946620,4,4,4,4,4444,44
13949490,5,5,5,5,5555,55
13950612,4,4,4,4,4444,44
13954250,5,4,5,5,5455,55
13956541,4,4,4,4,4444,44
13958723,4,4,4,4,4444,44
13964674,5,4,5,4,5454,54
13965401,4,4,4,4,4444,44
13967621,5,4,5,5,5455,55
13970210,5,4,5,5,5455,55
13971008,5,5,4,5,5545,55
13973658,4,4,4,4,4444,44
13974515,5,5,5,5,5555,55
13974632,5,5,5,5,5555,55
13975362,4,4,4,4,4444,44
13978129,4,4,5,4,4454,44
13978509,4,5,5,5,4555,45
13979204,5,5,5,5,5555,55
13979280,5,5,5,5,5555,55
13979691,5,5,5,5,5555,55
13979735,4,4,5,5,4455,45
13979779,4,4,4,4,4444,44
13980115,5,5,5,5,5555,55
13980521,4,4,5,5,4455,45
13980767,4,5,4,5,4545,45
13982525,5,5,5,5,5555,55
13983614,4,4,4,4,4444,44
13986366,4,7,7,7,4777,47
13986963,4,4,4,5,4445,45
13989983,4,4,4,5,4445,45
13990059,5,5,5,5,5555,55
13990602,4,4,5,5,4455,45
13990633,5,4,4,4,5444,54
14000117,4,4,4,4,4444,44
14000231,5,5,5,5,5555,55
14003951,4,5,4,4,4544,44
14009531,3,3,4,4,3344,34
14013347,5,4,4,5,5445,55
14016963,4,4,4,4,4444,44
14017130,3,4,4,4,3444,34
14021218,4,4,4,4,4444,44
14022715,4,4,4,4,4444,44
14023108,5,4,4,4,5444,54
14023229,4,5,5,5,4555,45
14023235,5,5,4,4,5544,54
14024315,4,4,4,5,4445,45
14029952,5,5,4,5,5545,55
14034188,4,5,5,4,4554,44
14034288,5,5,5,5,5555,55
14035353,5,5,5,4,5554,54
14036740,5,4,5,4,5454,54
14037557,5,5,5,4,5554,54
14039421,5,4,4,5,5445,55
14040561,3,4,4,4,3444,34
14041007,5,5,5,4,5554,54
14041887,5,5,5,5,5555,55
14045444,5,4,5,5,5455,55
14047737,1,1,3,4,1134,14
14050308,5,5,5,5,5555,55
14050813,5,5,5,5,5555,55
14055472,1,1,4,4,1144,14
14055618,3,5,4,4,3544,34
14057225,4,4,4,4,4444,44
14057879,4,4,4,4,4444,44
14058702,7,7,7,7,7777,77
14060567,4,4,4,4,4444,44
14065816,5,5,5,5,5555,55
14066060,4,4,4,4,4444,44
14070543,4,5,5,5,4555,45
14074347,4,4,5,5,4455,45
14075159,3,5,4,4,3544,34
14076380,4,4,4,4,4444,44
14079956,5,4,5,5,5455,55
14082152,4,4,4,4,4444,44
14082592,4,4,4,5,4445,45
14082893,5,5,5,5,5555,55
14083237,5,5,5,4,5554,54
14086355,4,4,4,5,4445,45
14087429,3,4,4,4,3444,34
14093091,4,4,5,5,4455,45
14093341,5,5,5,5,5555,55
14096889,5,5,5,5,5555,55
14098370,5,5,5,4,5554,54
14098794,4,4,5,5,4455,45
14099226,1,1,4,5,1145,15
14099336,4,4,4,4,4444,44
14100296,5,5,5,5,5555,55
14101138,4,4,4,4,4444,44
14102322,4,5,5,5,4555,45
14104096,5,5,4,5,5545,55
14105605,4,4,7,7,4477,47
14111439,4,5,4,5,4545,45
14111889,4,5,5,5,4555,45
14112244,5,4,5,5,5455,55
14112854,4,4,4,5,4445,45
14113131,4,4,4,4,4444,44
14113585,4,4,4,4,4444,44
14115897,4,4,4,4,4444,44
14117331,4,4,4,5,4445,45
14122367,3,3,4,4,3344,34
14125071,4,4,4,4,4444,44
14125449,4,4,4,4,4444,44
14128313,4,4,4,4,4444,44
14130835,5,5,4,5,5545,55
14131169,5,5,5,4,5554,54
14132905,5,5,4,4,5544,54
14134020,5,5,5,5,5555,55
14135407,5,5,5,4,5554,54
14138453,4,7,7,7,4777,47
14141141,1,3,4,4,1344,14
14141697,3,4,5,5,3455,35
14143169,5,5,5,5,5555,55
14143336,4,4,5,5,4455,45
14144044,5,5,4,5,5545,55
14144967,3,5,4,4,3544,34
14146624,5,4,5,5,5455,55
14148978,5,4,4,8,5448,58
14149832,5,5,5,5,5555,55
14152044,5,5,5,5,5555,55
14152803,4,5,4,4,4544,44
14153091,4,4,4,7,4447,47
14154849,4,4,7,7,4477,47
14155066,4,4,4,4,4444,44
14156266,5,5,5,5,5555,55
14157933,5,5,5,5,5555,55
14158395,5,5,5,5,5555,55
14162398,5,5,5,5,5555,55
14163939,4,4,4,4,4444,44
14165183,4,4,4,5,4445,45
14166147,4,4,5,4,4454,44
14168902,4,4,5,5,4455,45
14169655,5,5,4,4,5544,54
14171170,3,3,4,4,3344,34
14171610,4,4,5,4,4454,44
14172278,5,5,4,4,5544,54
14174887,5,5,5,5,5555,55
14181511,4,4,5,5,4455,45
14183127,4,4,5,5,4455,45
14183596,5,5,5,5,5555,55
14185068,3,4,4,4,3444,34
14185781,5,5,5,5,5555,55
14186735,5,4,4,5,5445,55
14188433,4,5,4,5,4545,45
14190307,4,4,4,4,4444,44
14191594,5,5,5,4,5554,54
14196386,4,4,4,5,4445,45
14199708,5,5,5,5,5555,55
14200431,4,5,5,5,4555,45
14202845,4,4,4,4,4444,44
14203780,4,4,4,4,4444,44
14205038,4,4,5,5,4455,45
14205324,4,4,7,7,4477,47
14206946,5,4,4,4,5444,54
14209557,4,4,4,4,4444,44
14209755,4,4,4,4,4444,44
14210794,4,4,4,5,4445,45
14211233,4,4,4,4,4444,44
14212792,5,4,5,5,5455,55
14213747,4,4,4,4,4444,44
14214876,5,4,4,5,5445,55
14218705,4,4,5,5,4455,45
14222093,4,5,5,5,4555,45
14222533,4,4,4,7,4447,47
14222826,5,4,5,5,5455,55
14231156,1,2,5,4,1254,14
14231732,5,5,5,5,5555,55
14235679,4,4,4,4,4444,44
14236149,5,5,5,4,5554,54
14240053,5,5,5,5,5555,55
14243087,5,4,5,4,5454,54
14244623,4,4,4,5,4445,45
14246260,4,5,5,5,4555,45
14248488,4,4,4,4,4444,44
14249812,1,1,3,4,1134,14
14251294,5,5,5,5,5555,55
14253876,5,4,5,5,5455,55
14254087,4,4,4,4,4444,44
14255628,5,5,5,5,5555,55
14257394,4,4,5,5,4455,45
14257657,4,4,4,4,4444,44
14259438,4,4,4,4,4444,44
14261651,5,4,5,5,5455,55
14264640,3,3,4,4,3344,34
14266322,5,5,5,5,5555,55
14270528,3,3,3,4,3334,34
14271804,4,5,5,5,4555,45
14278211,4,4,4,4,4444,44
14281651,5,4,5,5,5455,55
14286261,5,5,5,5,5555,55
14294023,5,5,5,5,5555,55
14295768,4,4,4,4,4444,44
14296488,5,4,5,5,5455,55
14297744,1,5,4,5,1545,15
14300639,4,4,4,5,4445,45
14300722,4,4,4,7,4447,47
14303268,5,4,4,5,5445,55
14305804,4,5,5,5,4555,45
14310108,5,5,4,5,5545,55
14324873,5,5,5,5,5555,55
14329408,4,5,4,5,4545,45
14330661,4,5,5,5,4555,45
14330669,5,4,4,4,5444,54
14331767,4,4,4,4,4444,44
14331805,4,4,4,4,4444,44
14332538,5,5,5,5,5555,55
14334454,4,4,4,7,4447,47
14337024,4,5,5,5,4555,45
14337949,5,5,5,5,5555,55
14340659,5,5,5,4,5554,54
14343005,4,4,5,4,4454,44
14344209,5,5,5,5,5555,55
14349614,4,4,4,4,4444,44
14351064,5,4,5,5,5455,55
14351535,5,5,4,4,5544,54
14352875,3,4,4,4,3444,34
14354042,4,4,4,4,4444,44
14354204,4,5,5,5,4555,45
14354336,5,5,4,5,5545,55
14358461,5,5,5,5,5555,55
14358588,4,5,5,5,4555,45
14360456,4,5,4,4,4544,44
14361685,4,4,4,4,4444,44
14361741,4,4,4,4,4444,44
14368024,5,5,5,5,5555,55
14369450,3,5,4,4,3544,34
14370832,3,5,4,4,3544,34
14372216,4,4,5,4,4454,44
14375241,4,5,5,5,4555,45
14375346,4,4,5,5,4455,45
14378705,5,5,5,5,5555,55
14381256,4,5,5,5,4555,45
14383687,4,4,4,5,4445,45
14387730,5,5,5,5,5555,55
14389172,5,5,5,5,5555,55
14391537,4,5,4,4,4544,44
14393920,5,5,5,4,5554,54
14394558,5,5,5,5,5555,55
14402111,5,5,5,5,5555,55
14405033,5,4,5,5,5455,55
14405560,4,4,4,4,4444,44
14406330,4,4,4,4,4444,44
14409275,4,4,4,7,4447,47
14410613,3,5,5,4,3554,34
14411118,4,5,5,5,4555,45
14411580,4,4,5,5,4455,45
14413904,4,4,4,8,4448,48
14416823,5,5,5,5,5555,55
14417877,4,4,4,4,4444,44
14418555,4,4,5,5,4455,45
14419470,4,4,4,4,4444,44
14420070,5,5,5,5,5555,55
14426075,5,5,5,4,5554,54
14428595,4,4,5,4,4454,44
14428599,4,5,5,5,4555,45
14429057,5,5,5,5,5555,55
14429514,5,5,4,4,5544,54
14431315,5,5,5,5,5555,55
14434009,5,5,5,5,5555,55
14434578,5,5,5,5,5555,55
14435404,4,5,5,5,4555,45
14436375,3,4,4,4,3444,34
14440078,5,4,4,4,5444,54
14443508,5,5,4,5,5545,55
14443916,4,5,5,5,4555,45
14444945,5,5,5,5,5555,55
14445684,5,5,5,5,5555,55
14445797,4,4,4,4,4444,44
14447731,5,5,5,5,5555,55
14450051,5,5,5,5,5555,55
14450435,4,5,5,4,4554,44
14450922,4,4,4,4,4444,44
14451381,5,5,4,4,5544,54
14453985,4,5,5,5,4555,45
14456185,1,1,3,4,1134,14
14458970,5,4,5,5,5455,55
14461590,1,1,3,3,1133,13
14462555,5,5,5,5,5555,55
14463073,4,4,4,5,4445,45
14464236,1,2,3,4,1234,14
14468533,4,5,4,5,4545,45
14469216,4,4,4,4,4444,44
14470379,5,5,5,5,5555,55
14470404,4,4,5,5,4455,45
14471008,5,4,4,4,5444,54
14476330,4,4,4,4,4444,44
14477433,4,4,4,4,4444,44
14480592,5,5,5,5,5555,55
14483954,4,4,4,4,4444,44
14484642,5,5,5,5,5555,55
14487042,5,4,4,5,5445,55
14489046,4,4,5,5,4455,45
14490062,5,5,5,5,5555,55
14492928,5,5,4,5,5545,55
14492999,4,5,5,5,4555,45
14493045,4,4,5,5,4455,45
14494468,1,1,3,4,1134,14
14497277,4,5,5,5,4555,45
14500032,4,4,5,5,4455,45
14503087,4,5,5,5,4555,45
14504253,5,4,5,5,5455,55
14506158,4,4,4,4,4444,44
14507408,5,4,4,5,5445,55
14511987,4,4,4,4,4444,44
14512372,5,5,5,5,5555,55
14512523,4,4,5,4,4454,44
14517017,4,4,4,4,4444,44
14518096,5,5,4,4,5544,54
14518852,4,5,5,5,4555,45
14519239,4,4,4,4,4444,44
14522015,3,4,4,4,3444,34
14523291,5,4,4,5,5445,55
14533896,4,4,4,4,4444,44
14534479,4,4,5,4,4454,44
14536667,4,5,4,5,4545,45
14536688,5,5,5,5,5555,55
14540389,5,4,4,5,5445,55
14545653,5,5,4,5,5545,55
14549163,1,5,4,5,1545,15
14549388,5,4,5,5,5455,55
14549620,5,5,5,5,5555,55
14550045,4,4,4,5,4445,45
14550250,5,5,5,5,5555,55
14550359,5,5,5,5,5555,55
14553708,4,4,4,4,4444,44
14554475,5,5,5,5,5555,55
14556463,4,4,4,7,4447,47
14558064,5,5,4,4,5544,54
14561977,4,5,4,5,4545,45
14564078,5,4,5,5,5455,55
14565664,3,3,4,4,3344,34
14566203,4,4,4,4,4444,44
14568460,4,5,5,5,4555,45
14569903,4,4,4,4,4444,44
14570201,5,4,5,5,5455,55
14576371,4,4,4,4,4444,44
14578689,4,5,5,5,4555,45
14580433,4,5,4,4,4544,44
14582063,4,5,5,5,4555,45
14582087,5,4,5,5,5455,55
14586332,4,4,4,4,4444,44
14587044,4,4,5,5,4455,45
14587238,5,5,5,5,5555,55
14587879,5,5,5,5,5555,55
14588580,5,5,5,5,5555,55
14590698,4,5,5,5,4555,45
14592737,5,5,5,5,5555,55
14593569,5,5,4,4,5544,54
14595497,4,4,4,4,4444,44
14597127,5,4,4,4,5444,54
14598289,5,5,5,5,5555,55
14602212,4,4,5,4,4454,44
14602522,4,4,4,4,4444,44
14602587,5,5,5,5,5555,55
14602664,3,3,4,4,3344,34
14603845,5,5,4,5,5545,55
14604485,4,4,5,4,4454,44
14604511,5,5,5,5,5555,55
14605150,4,4,5,5,4455,45
14605971,5,4,4,5,5445,55
14609867,1,3,4,4,1344,14
14610020,5,5,5,5,5555,55
14610700,4,4,4,5,4445,45
14616659,4,4,4,4,4444,44
14623801,5,5,4,4,5544,54
14629198,1,1,3,5,1135,15
14630072,4,5,4,4,4544,44
14630642,5,5,5,5,5555,55
14630814,5,5,5,5,5555,55
14633506,4,4,4,4,4444,44
14633672,5,4,5,5,5455,55
14636228,4,4,4,4,4444,44
14637629,5,4,5,5,5455,55
14639670,4,5,4,4,4544,44
14642434,5,5,5,5,5555,55
14643599,5,5,4,4,5544,54
14645780,5,5,5,5,5555,55
14648502,4,4,4,4,4444,44
14650251,5,5,5,5,5555,55
14651660,5,5,5,5,5555,55
14652342,5,4,4,4,5444,54
14654508,5,5,5,5,5555,55
14657493,4,5,5,4,4554,44
14658301,3,5,4,4,3544,34
14659270,5,5,5,5,5555,55
14664080,5,5,5,4,5554,54
14666151,4,5,5,5,4555,45
14667854,1,2,5,4,1254,14
14671488,5,4,4,5,5445,55
14673322,1,1,1,5,1115,15
14674726,4,5,5,5,4555,45
14675153,4,4,4,4,4444,44
14678137,4,4,4,4,4444,44
14679990,5,4,4,5,5445,55
14681466,4,4,4,4,4444,44
14682357,4,4,5,5,4455,45
14683591,4,4,4,5,4445,45
14685409,4,5,4,4,4544,44
14687916,5,5,5,5,5555,55
14687975,4,4,4,5,4445,45
14690937,4,4,4,4,4444,44
14693396,4,4,5,5,4455,45
14694248,4,4,4,5,4445,45
14698501,4,5,4,5,4545,45
14699118,5,4,5,5,5455,55
14699681,4,4,4,5,4445,45
14699788,4,4,4,4,4444,44
14701308,5,5,4,5,5545,55
14702121,4,5,4,5,4545,45
14703029,4,4,4,4,4444,44
14703615,3,5,4,4,3544,34
14705339,4,5,5,5,4555,45
14705416,5,5,5,5,5555,55
14714136,4,4,5,5,4455,45
14714147,4,5,5,5,4555,45
14714543,4,4,4,4,4444,44
14716419,4,5,5,5,4555,45
14724436,4,4,7,7,4477,47
14726591,4,4,4,4,4444,44
14726834,1,3,4,4,1344,14
14727036,4,4,4,4,4444,44
14728865,5,5,5,5,5555,55
14730262,4,4,4,5,4445,45
14730927,5,5,5,4,5554,54
14731850,4,5,5,5,4555,45
14740005,4,4,5,5,4455,45
14742114,4,4,4,4,4444,44
14744943,5,5,5,5,5555,55
14744988,5,5,4,4,5544,54
14747598,4,4,5,4,4454,44
14747889,4,4,4,4,4444,44
14749978,5,5,5,5,5555,55
14754034,4,5,5,5,4555,45
14757342,4,4,4,4,4444,44
14760288,5,5,5,4,5554,54
14764485,5,5,5,5,5555,55
14771166,5,5,5,5,5555,55
14771453,4,5,4,4,4544,44
14772631,5,4,5,5,5455,55
14773105,5,5,5,5,5555,55
14776385,5,5,5,5,5555,55
14778455,4,4,5,4,4454,44
14779705,4,4,4,7,4447,47
14782103,4,4,4,4,4444,44
14785584,5,4,5,4,5454,54
14786399,4,4,5,5,4455,45
14787884,5,4,5,5,5455,55
14799615,5,4,5,5,5455,55
14801500,5,5,5,5,5555,55
14806223,5,5,5,5,5555,55
14807205,4,4,4,4,4444,44
14809885,4,4,5,4,4454,44
14811366,5,5,5,5,5555,55
14811470,4,4,5,5,4455,45
14812662,5,5,5,5,5555,55
14812916,4,4,5,5,4455,45
14813308,4,5,4,4,4544,44
14817731,5,5,5,5,5555,55
14818088,4,4,4,4,4444,44
14820126,5,5,5,5,5555,55
14822556,5,5,5,5,5555,55
14824161,4,4,4,5,4445,45
14825217,5,5,5,5,5555,55
14825721,5,5,5,5,5555,55
14826525,4,5,4,5,4545,45
14826900,4,5,4,4,4544,44
14827600,4,4,4,4,4444,44
